ClientCompany,Division,Region,ServiceType,ServiceCost,CustomerName,CustomerContact,CustomerAddress,DateInterviewed,InvoiceDate,WorkOrderCloseDate,Q1_Score,Q2_Score,Q3_Score,Q4_Score,Q5_Score,Q6_Score,AverageScore,NPS_Label,WasQueueLong,WasStaffPolite,UsedMobileBanking,IssueResolved,WaitTimeCategory
Mclaughlin-James,Headquarters,Texas,Loan Services,1846.67,Renee Jacobs,717.927.0681,"964 Amy Plain, Jimmyview, AR 83727",2024-10-18,2024-10-18,2024-11-19,4,4,5,6,10,6,5.833333333333333,Detractor,True,True,False,True,short
Bryant-Elliott,Online Division,Florida,Investment Services,3177.75,Brooke Morris,823-942-3463x487,"53389 Kelly Plains, West Amyborough, NM 95138",2024-11-21,2024-11-21,2024-12-27,8,8,7,5,10,10,8.0,Passive,False,False,False,True,short
Silva-Patton,Regional Branch,Illinois,Branch Services,1317.34,Crystal Ward,(851)675-2730x082,"492 Wyatt River, Humphreyborough, MP 68597",2024-09-29,2024-09-29,2024-10-30,5,7,6,9,6,10,7.166666666666667,Passive,False,True,True,True,medium
Williams Inc,Regional Branch,Pennsylvania,Loan Services,4190.55,Sophia Gregory,001-265-777-6241x0120,"124 Gregory Spurs Suite 253, West Dianebury, IN 58908",2024-05-02,2024-05-02,2024-06-20,8,10,10,6,6,8,8.0,Passive,True,True,False,True,medium
Flores-Ramirez,Online Division,Georgia,Branch Services,3861.64,Desiree Bautista,(772)846-7386x25895,"3715 Adam Parks Suite 892, East Tinafort, NH 24519",2024-05-14,2024-05-14,2024-11-29,8,4,6,7,7,10,7.0,Passive,False,True,False,True,short
Moore-Reyes,Headquarters,California,Account Opening,1614.01,George Paul,481.457.4397x820,"5522 Barnes Plaza, Paulborough, AL 62765",2024-01-20,2024-01-20,2024-11-07,9,10,10,7,8,9,8.833333333333334,Passive,False,True,True,True,medium
Hayes-Walters,Headquarters,Illinois,Investment Services,3195.48,Lawrence Chavez,601-567-5517x2009,"310 Tanner Ways, Rachelbury, PR 47749",2024-06-20,2024-06-20,2024-08-15,7,8,2,9,8,7,6.833333333333333,Detractor,True,False,False,True,medium
Delacruz and Sons,Regional Branch,Georgia,Account Opening,5046.86,Zachary Wells,001-994-937-9659x18544,"41178 Danielle Common, Richardsonton, DC 25188",2024-12-18,2024-12-18,2024-12-28,6,7,10,6,6,7,7.0,Passive,True,True,False,True,medium
"Marshall, Barron and Valencia",Online Division,Illinois,Account Opening,3840.73,Sylvia Anthony,(313)316-6845x1736,"4471 Campbell Forks, New Daniel, CT 81234",2024-06-03,2024-06-03,2024-12-30,8,5,6,6,7,8,6.666666666666667,Detractor,False,True,False,False,short
"Rosario, Conway and Harrison",Online Division,Illinois,Loan Services,3418.21,Alyssa Brown,3183648902,"829 Maxwell Brooks, Nicholetown, OH 62969",2024-07-12,2024-07-12,2024-11-26,4,10,8,10,8,10,8.333333333333334,Passive,False,False,False,True,medium
Torres Group,Online Division,Florida,Loan Services,3466.55,Taylor Robinson,001-493-404-0315,"1199 Renee Corner, Port Samantha, AR 88794",2024-03-25,2024-03-25,2024-08-08,10,9,7,10,9,9,9.0,Promoter,False,True,True,True,short
"Morrison, Davis and Gonzalez",Online Division,California,Online Banking,1723.7,Christina Miranda,793.650.6894x227,"98733 Kim Common, Farmerland, PA 80138",2024-04-14,2024-04-14,2024-11-11,5,8,8,6,8,10,7.5,Passive,True,True,False,True,medium
Morse Group,Regional Branch,New York,Investment Services,3695.4,Monica Watson,605-438-9013x6674,"633 Jason Summit Apt. 207, New Jonathan, WI 15219",2024-11-18,2024-11-18,2024-11-28,5,7,6,7,7,7,6.5,Detractor,False,True,True,True,long
Smith-Alvarado,Online Division,New York,Branch Services,1744.86,Vanessa Bryant,(451)310-0281x82627,"97780 Aaron Flats, East Bradytown, NE 58912",2024-07-01,2024-07-01,2024-11-20,7,6,2,10,10,7,7.0,Passive,False,True,False,True,medium
"Palmer, Walker and Schneider",Online Division,Florida,Loan Services,3018.82,Jerry Taylor,(453)818-1162,"616 Bianca Ports, North Anthony, AK 92194",2024-09-03,2024-09-03,2024-09-20,5,10,10,8,10,8,8.5,Passive,True,True,True,True,medium
Carrillo Inc,Headquarters,Pennsylvania,Loan Services,1663.27,Gloria Collins,001-928-489-3787x918,"6078 King Mall, South Yvonnefurt, KS 49862",2024-09-04,2024-09-04,2024-09-05,7,8,7,7,7,7,7.166666666666667,Passive,True,True,False,True,short
Collins Inc,Online Division,Georgia,Branch Services,3052.26,Alexis Gonzalez,(979)356-6306,"239 Chad Mews Apt. 290, Lake Eugeneport, KS 45273",2024-03-30,2024-03-30,2024-05-09,5,6,5,9,3,10,6.333333333333333,Detractor,True,True,False,True,long
Smith Group,Online Division,Florida,Account Opening,4386.35,Anthony Cook,001-845-469-3199x35510,"7548 Holly Gardens Suite 445, South Brandonton, NJ 23121",2024-08-19,2024-08-19,2024-10-05,7,2,7,7,5,6,5.666666666666667,Detractor,False,True,True,True,medium
Bradford-Perez,Regional Branch,New York,Branch Services,4530.2,Debra Middleton,(404)234-8806x8309,"PSC 3009, Box 5575, APO AP 17549",2024-10-07,2024-10-07,2024-12-17,9,6,4,7,7,8,6.833333333333333,Detractor,False,True,False,True,short
"Lewis, Hogan and Dunn",Online Division,Florida,Investment Services,2464.68,Nicholas Jordan,757.756.4128x684,"50470 Jeanne Heights, South Kerry, AR 06167",2024-07-23,2024-07-23,2024-09-29,9,10,9,7,7,7,8.166666666666666,Passive,True,False,True,False,medium
Lane Inc,Online Division,New York,Account Opening,4180.64,Courtney Benton,001-272-222-8807,"53880 Guzman Islands, Stevensfort, NC 54885",2024-01-12,2024-01-12,2024-07-28,6,8,8,6,5,8,6.833333333333333,Detractor,True,True,True,True,short
Callahan-Strickland,Headquarters,Florida,Branch Services,2939.0,Christy Alvarez,+1-380-727-8025,"22965 Jacob Court Suite 607, South Joelhaven, NC 46510",2024-11-12,2024-11-12,2024-12-20,9,6,10,6,10,4,7.5,Passive,False,True,True,True,short
Mitchell and Sons,Regional Branch,Pennsylvania,Account Opening,3434.77,Ashley Watkins,(326)680-3097,"478 Alexis Underpass, Jacksonchester, TX 22026",2024-05-06,2024-05-06,2024-10-14,8,6,8,10,3,9,7.333333333333333,Passive,True,True,True,True,medium
"Reed, Roberts and Pope",Online Division,Florida,Investment Services,506.73,Heather Ellis,+1-783-500-8876x0124,"863 Johnson Club Apt. 462, Evanville, VA 04261",2024-11-26,2024-11-26,2024-12-27,6,10,6,5,7,10,7.333333333333333,Passive,False,True,False,True,short
Williams LLC,Online Division,California,Branch Services,1168.32,Nicholas Simmons,(885)814-2745x54799,"574 Jasmine Points Suite 262, South Christina, MI 10449",2024-03-05,2024-03-05,2024-12-30,5,10,10,7,5,10,7.833333333333333,Passive,True,True,True,True,medium
"Armstrong, Smith and Dyer",Online Division,California,Investment Services,4594.44,Andrew Ramos,(469)211-3854x52364,"6220 Taylor Hills, Shaneview, MD 02199",2024-07-26,2024-07-26,2024-08-04,9,6,7,7,8,10,7.833333333333333,Passive,True,True,False,True,short
"Hall, Holmes and Phillips",Regional Branch,Ohio,Online Banking,3879.42,Nicole Moran,+1-712-278-6099x2649,"404 Steve Brooks Apt. 198, Butlertown, NC 75858",2024-10-23,2024-10-23,2024-11-13,5,10,8,9,10,5,7.833333333333333,Passive,True,True,True,True,short
Castillo-Mueller,Online Division,Illinois,Loan Services,2964.17,Diane Dixon,767.646.9727x6667,"392 Wilkerson Trafficway Apt. 033, Lewisville, AS 89796",2024-12-26,2024-12-26,2024-12-30,6,4,8,10,4,7,6.5,Detractor,False,True,False,False,short
Johnson PLC,Online Division,Texas,Account Opening,3640.54,Michael Arnold Jr.,+1-496-328-6437,"892 Gutierrez Trafficway Suite 965, Port Theresaton, MD 41364",2024-01-03,2024-01-03,2024-02-03,8,7,5,8,6,3,6.166666666666667,Detractor,True,True,False,True,long
Scott Inc,Regional Branch,Florida,Investment Services,4194.59,Elijah Yang,4622369236,"343 Price Streets, New Robert, ND 82907",2024-01-04,2024-01-04,2024-02-08,9,8,8,10,8,9,8.666666666666666,Passive,True,True,True,True,short
"Coleman, Gonzales and Moses",Regional Branch,Florida,Account Opening,2702.52,Sherry Phillips,+1-200-944-7817x985,"632 Hudson Springs, Joyceton, NH 59842",2024-04-12,2024-04-12,2024-08-23,10,8,8,5,8,6,7.5,Passive,True,True,True,True,long
"Hopkins, Huff and Green",Online Division,Georgia,Branch Services,2361.72,Adam Wilson,001-729-577-4804x4118,"2784 Alexander Harbors, North Robin, IL 85697",2024-03-29,2024-03-29,2024-05-05,6,5,10,10,10,5,7.666666666666667,Passive,True,True,True,True,short
Middleton-Hendricks,Online Division,Georgia,Investment Services,3071.25,Dr. Daniel Hinton MD,001-595-937-9766x120,"Unit 9250 Box 2467, DPO AP 97843",2024-02-06,2024-02-06,2024-03-10,5,6,6,10,7,10,7.333333333333333,Passive,False,True,True,True,medium
Porter-Martin,Headquarters,Pennsylvania,Online Banking,3604.12,Brenda Escobar,(685)432-1281,"5478 Hardy Coves Suite 578, North Brandihaven, MN 40659",2024-03-23,2024-03-23,2024-09-08,10,5,10,10,6,10,8.5,Passive,False,True,False,True,short
"Montgomery, Dunn and Joseph",Online Division,Pennsylvania,Investment Services,3336.14,Dana Thomas,(813)347-7326x758,"052 Mcmillan Vista, Greenview, MH 34512",2024-01-13,2024-01-13,2024-05-28,7,6,6,10,8,9,7.666666666666667,Passive,False,True,False,True,short
Bennett and Sons,Online Division,Ohio,Investment Services,2209.1,Nathan Williams,778-595-8831,"664 Holden Stravenue, Thomasport, VT 01331",2024-04-08,2024-04-08,2024-08-31,6,10,5,7,8,8,7.333333333333333,Passive,False,True,False,True,short
Lawson PLC,Regional Branch,Illinois,Online Banking,2820.91,Logan Garcia,781-688-0580x01942,"7790 Evan Circle, West Johnfort, MH 18872",2024-09-29,2024-09-29,2024-11-08,8,9,9,6,7,10,8.166666666666666,Passive,True,True,True,True,long
Trevino-Rush,Headquarters,Florida,Investment Services,3894.65,Leslie Davis,+1-539-452-0666x093,"082 Rebecca Crossroad Suite 258, Jeffhaven, ID 40573",2024-08-28,2024-08-28,2024-12-18,5,8,4,8,10,6,6.833333333333333,Detractor,True,True,True,True,medium
"Stafford, Dillon and Perez",Online Division,Ohio,Branch Services,2165.68,Dale Cohen,+1-270-497-5131x6558,"581 Pratt Station, Mcknightshire, SC 85808",2024-02-21,2024-02-21,2024-10-10,9,4,6,9,6,7,6.833333333333333,Detractor,True,False,False,True,long
Harper-Lewis,Regional Branch,Texas,Investment Services,3744.19,Patrick Morgan,822-234-1182x89063,"PSC 1058, Box 5527, APO AA 04035",2024-11-12,2024-11-12,2024-11-27,8,8,7,8,7,8,7.666666666666667,Passive,False,True,False,True,medium
"Crawford, Roach and Moreno",Headquarters,Ohio,Investment Services,2503.07,Andrew Lucas,+1-385-662-5541x068,"24816 Valerie Lodge Suite 156, Tonytown, MH 75119",2024-12-16,2024-12-16,2024-12-17,7,6,7,6,5,8,6.5,Detractor,True,True,True,True,short
Costa Ltd,Headquarters,Texas,Branch Services,3212.74,Bill Smith,479-876-0111x512,"122 Paul Station Apt. 977, Moralesshire, GU 89490",2024-07-26,2024-07-26,2024-10-30,9,7,8,9,8,6,7.833333333333333,Passive,True,True,False,False,short
Taylor-Brown,Regional Branch,Florida,Account Opening,3149.36,Jeffrey Wilkins,885.460.6953x217,"4626 Robert Spur Apt. 065, Chadton, GU 70618",2024-03-10,2024-03-10,2024-06-12,8,8,3,8,10,7,7.333333333333333,Passive,False,True,True,True,medium
"Anderson, Padilla and Richardson",Regional Branch,Ohio,Online Banking,2271.92,Linda Smith,(522)490-7313x111,"3040 Santos Cove Apt. 722, Williamhaven, KY 67764",2024-03-06,2024-03-06,2024-09-13,8,8,10,5,9,9,8.166666666666666,Passive,False,False,True,False,short
Long-Acosta,Online Division,Illinois,Investment Services,2857.85,Jon Lewis,+1-219-801-6246,"665 Phillips Lake Suite 490, Coreystad, WI 58291",2024-10-05,2024-10-05,2024-10-19,8,10,9,5,9,7,8.0,Passive,True,True,False,True,medium
"Reed, Chapman and Rangel",Headquarters,Illinois,Online Banking,3072.87,Nicholas Smith,001-712-645-2745x8699,"412 Tyler Summit, Brownhaven, FL 60724",2024-11-17,2024-11-17,2024-12-25,8,7,10,7,5,7,7.333333333333333,Passive,True,True,False,True,short
Hunt Ltd,Regional Branch,New York,Branch Services,3178.69,Jeremy Morales,(301)358-1301,"1344 John Drives Apt. 240, Bradshawmouth, NH 09433",2024-06-24,2024-06-24,2024-07-26,10,9,6,10,8,10,8.833333333333334,Passive,True,True,True,True,medium
Robinson-Willis,Headquarters,Texas,Loan Services,2848.29,Devon Fox,(792)866-8170x419,"779 William Heights Apt. 558, East Abigailstad, NM 93357",2024-05-26,2024-05-26,2024-06-18,9,9,10,10,9,7,9.0,Promoter,True,True,True,True,short
Jackson-Hunt,Regional Branch,California,Online Banking,2428.25,Michelle Thompson,554-420-3266,"881 Jones Road Suite 896, Fostermouth, FM 22548",2024-08-25,2024-08-25,2024-12-01,8,9,7,10,10,6,8.333333333333334,Passive,False,True,True,True,short
Love Ltd,Headquarters,New York,Loan Services,2163.08,Benjamin Robinson,(727)274-3783x36399,"35458 Martin Flat, Michaelfurt, SD 25461",2024-03-27,2024-03-27,2024-04-15,7,8,6,10,8,8,7.833333333333333,Passive,True,True,True,True,short
Davis and Sons,Headquarters,Illinois,Loan Services,1564.09,Jamie Walters,(720)329-4136x33920,"429 Horn Lake Suite 758, Port Patriciaville, LA 54781",2024-08-12,2024-08-12,2024-08-19,5,8,3,10,7,10,7.166666666666667,Passive,False,True,True,True,medium
Baird-Williams,Regional Branch,California,Loan Services,5307.92,Mark Stewart,899.754.5837x98502,"48489 Lisa Land, Lovefurt, FL 07672",2024-02-29,2024-02-29,2024-07-28,7,7,9,10,4,4,6.833333333333333,Detractor,False,True,False,True,short
Mccann LLC,Regional Branch,Texas,Branch Services,2377.97,Lisa Hall,(347)269-5007x85402,"9840 Joseph Curve Suite 957, New Jenniferton, TX 77376",2024-06-12,2024-06-12,2024-06-27,9,8,10,5,3,9,7.333333333333333,Passive,True,True,False,True,medium
"Gomez, Scott and Norris",Regional Branch,California,Loan Services,2171.8,Terry Khan,379.598.7940x2438,"5876 Wilkinson Rue, Kathyfurt, SD 82204",2024-01-05,2024-01-05,2024-07-26,3,8,9,7,7,7,6.833333333333333,Detractor,False,True,True,True,medium
"Newman, Rojas and Winters",Online Division,Ohio,Loan Services,2629.42,Steven Anderson,+1-559-279-1511x02307,"3636 Hogan Forks, Hallshire, MO 39717",2024-03-09,2024-03-09,2024-10-20,5,6,9,8,8,6,7.0,Passive,True,True,True,True,medium
"Escobar, Wells and Smith",Headquarters,California,Online Banking,2818.5,Stacey Zimmerman,(889)353-2675x702,"67901 Haynes Spring, Boothmouth, WV 75047",2024-05-09,2024-05-09,2024-07-21,3,8,10,5,6,8,6.666666666666667,Detractor,True,False,True,True,medium
Clayton-Walker,Online Division,Ohio,Branch Services,4252.84,Anthony Martinez,+1-946-886-8574x6542,"9758 Blackburn Trace, Morganport, NH 47734",2024-01-19,2024-01-19,2024-04-28,7,6,4,8,10,8,7.166666666666667,Passive,False,True,True,True,short
Clark PLC,Regional Branch,Ohio,Investment Services,2977.72,Katherine Sanchez,+1-535-400-7791,"725 Robinson Trace, South Ruth, FM 42154",2024-04-29,2024-04-29,2024-11-24,8,7,6,9,8,8,7.666666666666667,Passive,True,True,False,True,short
"Baxter, Berry and Day",Headquarters,Illinois,Branch Services,2024.63,Stephanie Salinas,(445)362-8081x1665,"0475 Sandra Neck Apt. 519, West Jessicaland, MD 58139",2024-07-08,2024-07-08,2024-09-13,10,9,6,10,7,6,8.0,Passive,False,True,True,True,medium
"Prince, Sanchez and Ruiz",Online Division,California,Branch Services,2240.3,Victoria Ruiz,+1-790-652-6590x59251,"79047 Brian Terrace, South Johnberg, SC 41359",2024-08-20,2024-08-20,2024-12-15,4,8,4,5,3,7,5.166666666666667,Detractor,True,True,True,True,short
Perez-Crane,Regional Branch,California,Loan Services,2849.68,Mark Morris,383-627-8152x63035,"8783 Thompson Plain, Haynesburgh, PA 99863",2024-04-30,2024-04-30,2024-05-01,7,5,5,8,6,8,6.5,Detractor,False,True,False,True,medium
"Thompson, Copeland and Spencer",Online Division,Pennsylvania,Branch Services,2114.75,Lauren Harrison,217-247-2520,"69285 Contreras Stream, Port Stevenshire, PA 70965",2024-05-03,2024-05-03,2024-07-09,8,10,9,7,8,7,8.166666666666666,Passive,False,False,False,True,short
"Barry, Rivera and Morris",Online Division,Georgia,Loan Services,3007.88,Emily Johnson,800-516-2228,"91127 Stanley Junction, West Darrenborough, AZ 00874",2024-05-29,2024-05-29,2024-07-08,7,7,8,6,5,5,6.333333333333333,Detractor,False,True,False,True,short
Hughes Ltd,Regional Branch,Ohio,Loan Services,1399.73,Jamie Calderon,001-482-455-9012x85603,"70981 Kyle Cape, Richardmouth, NH 58793",2024-10-17,2024-10-17,2024-12-08,5,8,6,9,8,4,6.666666666666667,Detractor,True,True,False,True,long
Miller and Sons,Headquarters,Florida,Branch Services,3654.98,Jim Burns,442.410.0512x1524,"1996 Fitzgerald Lodge Apt. 015, Christophertown, AZ 14946",2024-05-22,2024-05-22,2024-07-19,9,6,8,6,8,5,7.0,Passive,False,True,True,True,long
Clark Inc,Headquarters,California,Loan Services,1206.89,Amy Davis,+1-842-334-9043x29999,"USNV Jones, FPO AE 59133",2024-01-14,2024-01-14,2024-03-28,7,7,7,5,7,8,6.833333333333333,Detractor,False,False,False,True,short
Dickerson and Sons,Regional Branch,California,Branch Services,2955.11,Joseph Smith,429.433.3096,"451 David Spurs, Watkinsland, MT 32209",2024-06-17,2024-06-17,2024-07-11,8,6,10,5,8,10,7.833333333333333,Passive,True,True,False,True,medium
Hines and Sons,Online Division,New York,Loan Services,3480.91,James Conway,4719130482,"12467 Gail River, North Lauren, GU 95533",2024-04-30,2024-04-30,2024-06-28,7,6,10,5,6,7,6.833333333333333,Detractor,False,True,True,True,long
Mitchell LLC,Online Division,Illinois,Loan Services,4237.65,Donna Ford,840-227-9980x06787,"45389 Kevin Stravenue, New Suzanne, RI 76972",2024-03-15,2024-03-15,2024-06-26,8,6,7,6,6,9,7.0,Passive,True,True,True,True,medium
Larson-Hernandez,Regional Branch,Florida,Account Opening,1628.26,Thomas Thompson,(941)663-1890,"1470 Meyers Lake, Petersontown, NM 56155",2024-05-08,2024-05-08,2024-09-16,10,9,10,7,7,5,8.0,Passive,True,True,False,True,short
Hunt Inc,Regional Branch,Ohio,Branch Services,2475.34,Richard Arias,(317)793-9136x9277,"45704 Weeks Road, Wileybury, UT 60901",2024-11-15,2024-11-15,2024-12-03,8,10,5,7,7,5,7.0,Passive,True,True,True,False,medium
"Marshall, Hickman and Anderson",Online Division,Pennsylvania,Investment Services,3591.35,Sandra Hall,(220)333-3848x3154,"740 Christian Trail, Port Ronaldfort, NH 62009",2024-09-17,2024-09-17,2024-12-10,6,7,7,6,7,7,6.666666666666667,Detractor,False,True,True,True,short
Arnold-Boyd,Headquarters,Illinois,Loan Services,2628.14,Matthew Weeks,001-581-234-0656,"7417 Walter Greens Suite 866, North Jordanchester, VT 30808",2024-02-02,2024-02-02,2024-09-16,6,8,10,8,9,5,7.666666666666667,Passive,False,True,True,True,short
Cross Inc,Headquarters,Illinois,Branch Services,3157.76,Robin Stark,754.608.0927x085,"98352 Bob Loop Suite 182, South Russellborough, IN 37508",2024-01-09,2024-01-09,2024-04-02,5,5,6,10,9,8,7.166666666666667,Passive,False,True,False,True,medium
"Hudson, Lynch and Cox",Regional Branch,Georgia,Online Banking,1467.3,Dylan Lewis,826.282.8693x93904,"20386 Holmes Valley Apt. 162, Dominguezview, CT 73465",2024-02-24,2024-02-24,2024-12-09,7,8,8,4,6,7,6.666666666666667,Detractor,True,True,False,True,medium
Barton-Watkins,Headquarters,Florida,Investment Services,3536.29,Jennifer Valenzuela,(624)499-8783x7874,"35923 Collins Summit Suite 263, Simmonsland, RI 06509",2024-07-27,2024-07-27,2024-10-13,3,7,8,9,9,9,7.5,Passive,False,False,True,True,short
Turner-Santana,Regional Branch,California,Online Banking,2200.06,Thomas Wilson,232.309.9468,"3288 Nicole Stravenue, Leonardville, ND 71340",2024-06-06,2024-06-06,2024-09-30,4,7,10,10,9,8,8.0,Passive,False,True,True,True,short
Hunter and Sons,Online Division,Illinois,Loan Services,3379.64,Mr. Kelly Reynolds,537-907-4476x690,"3095 Montoya Summit Apt. 277, East Amy, AL 42065",2024-07-19,2024-07-19,2024-10-18,6,7,10,6,10,7,7.666666666666667,Passive,True,True,True,True,short
Wilson and Sons,Regional Branch,Florida,Loan Services,4325.43,Joe Cannon,981-857-4578,"3198 Watts Terrace Apt. 232, Osborneland, AK 32884",2024-07-12,2024-07-12,2024-07-15,5,9,6,5,8,10,7.166666666666667,Passive,True,False,False,True,short
Thomas-Lopez,Headquarters,Georgia,Branch Services,2155.06,Clinton Knapp DVM,001-231-956-7728x153,"87206 Adam Ramp Suite 805, Ashleychester, MH 41786",2024-04-25,2024-04-25,2024-10-05,5,7,7,9,9,7,7.333333333333333,Passive,True,True,True,True,short
"Conley, Norris and Erickson",Regional Branch,Georgia,Branch Services,4855.5,Melanie Holden,3774831067,"27712 Valdez Circle, Shelbyville, OR 97893",2024-07-26,2024-07-26,2024-09-28,8,7,4,7,7,9,7.0,Passive,False,True,False,True,medium
"Marks, Munoz and Flores",Headquarters,New York,Branch Services,3462.48,Michael Richards,+1-516-797-2723,"3987 Timothy Row, New Mary, CT 29836",2024-03-13,2024-03-13,2024-06-14,5,8,9,10,9,9,8.333333333333334,Passive,False,True,True,True,short
Hobbs-Simmons,Online Division,Texas,Online Banking,3060.09,Mark Baker,6774824447,"8618 Patricia Shoals Apt. 276, East Sarah, AR 34679",2024-11-30,2024-11-30,2024-12-18,8,10,5,7,6,8,7.333333333333333,Passive,True,True,False,True,short
Cherry-Johnson,Online Division,Florida,Online Banking,4230.22,Jason Fry,001-378-773-7421x509,"5025 Black Extensions Suite 632, South Cheryl, NC 29227",2024-06-14,2024-06-14,2024-09-20,6,3,7,9,9,8,7.0,Passive,True,True,False,True,short
"Ramirez, Stanley and Tucker",Regional Branch,Georgia,Branch Services,2720.01,Rebecca Crawford,(520)334-1007x130,"62839 Hudson Fall, Emilymouth, TX 89876",2024-12-10,2024-12-10,2024-12-27,5,9,6,10,9,6,7.5,Passive,False,True,False,True,short
Harris Group,Regional Branch,Pennsylvania,Online Banking,2388.61,Heather Martinez,001-930-989-8695,"73206 Holt Neck Apt. 180, South Laura, ID 12506",2024-12-06,2024-12-06,2024-12-25,7,7,10,8,6,10,8.0,Passive,False,True,True,False,medium
Lucas and Sons,Headquarters,Illinois,Loan Services,3049.31,Mr. Rodney Avila,+1-218-300-2175,"701 Williams Inlet Suite 025, West Willie, CA 64657",2024-09-03,2024-09-03,2024-10-31,9,6,8,8,4,10,7.5,Passive,False,False,True,True,long
Beasley-Marquez,Headquarters,Georgia,Account Opening,4290.64,Joseph Johnson,270-628-6541,"Unit 8789 Box 4328, DPO AE 71325",2024-12-24,2024-12-24,2024-12-30,7,5,8,8,8,8,7.333333333333333,Passive,True,True,True,False,long
"Spencer, Jenkins and Kelley",Online Division,Pennsylvania,Online Banking,3506.24,Jorge Foster,292-675-6494x00471,"848 Brandy Cliffs Apt. 034, Riosfurt, MN 38703",2024-09-04,2024-09-04,2024-09-14,10,9,5,10,10,10,9.0,Promoter,False,True,True,True,medium
Holland Group,Headquarters,Florida,Investment Services,1876.51,Tina Turner,925-540-8907,"48668 Griffin Field Suite 042, West Kristy, GU 76727",2024-06-21,2024-06-21,2024-07-09,8,3,9,6,10,6,7.0,Passive,False,False,True,True,short
Alvarez-Kramer,Regional Branch,Pennsylvania,Branch Services,1310.82,Carol Bishop,001-608-396-4437x0167,"8591 Alexander Station, South Anthonyport, WA 48566",2024-09-05,2024-09-05,2024-10-16,7,4,9,3,8,3,5.666666666666667,Detractor,False,True,False,True,long
Dawson and Sons,Online Division,Florida,Branch Services,2679.7,Lisa Morgan,209-777-8788x27507,"99215 Christopher Well, Ashleyland, NM 32035",2024-03-07,2024-03-07,2024-11-12,10,8,6,7,8,8,7.833333333333333,Passive,True,False,False,True,medium
"Morrison, Martin and Reed",Regional Branch,Georgia,Account Opening,1633.14,Megan Olson,665-711-8556,"533 Timothy Parkways Suite 138, Lake Davidhaven, PA 43020",2024-08-09,2024-08-09,2024-10-12,9,2,6,7,9,8,6.833333333333333,Detractor,False,True,False,True,short
Williams-Roberts,Headquarters,Pennsylvania,Online Banking,1594.44,Ms. Michelle Gonzalez,699-377-8369x08376,"422 Morgan Locks, North Brittanyberg, CA 88773",2024-01-03,2024-01-03,2024-09-08,6,8,7,6,7,9,7.166666666666667,Passive,False,False,True,True,short
"Graham, Smith and Armstrong",Regional Branch,Pennsylvania,Investment Services,2482.31,Brian Merritt,571-486-3253,"4980 Campbell Plains Suite 571, Johnville, NJ 86061",2024-08-03,2024-08-03,2024-11-04,7,10,5,4,9,6,6.833333333333333,Detractor,False,True,False,True,short
Blanchard-Johnson,Regional Branch,Georgia,Online Banking,2681.76,Robert Torres,873.308.1699x525,"81217 Melissa Overpass, West Sandraburgh, MH 71095",2024-03-01,2024-03-01,2024-12-10,6,7,10,9,9,5,7.666666666666667,Passive,True,True,True,True,short
Horn-Turner,Regional Branch,California,Loan Services,1848.85,Stephanie Long,460.346.8671x544,"517 Jose Overpass Suite 021, Lopezfort, MS 29988",2024-07-12,2024-07-12,2024-09-02,2,6,9,9,7,7,6.666666666666667,Detractor,True,True,True,True,long
Phillips and Sons,Online Division,New York,Account Opening,2311.11,Joseph Marshall,+1-635-978-6431x498,"5111 John Flat Suite 324, Lake Melanie, IA 58914",2024-04-24,2024-04-24,2024-10-21,8,9,4,8,9,7,7.5,Passive,False,True,True,True,medium
"Hancock, Oneill and Taylor",Headquarters,Ohio,Investment Services,3700.7,Philip Manning,5506865314,"Unit 4054 Box 4341, DPO AA 98059",2024-03-16,2024-03-16,2024-10-03,10,7,8,6,8,8,7.833333333333333,Passive,True,True,False,True,short
Mitchell-Adams,Online Division,Texas,Account Opening,3194.84,Joseph Palmer,+1-653-686-5693x655,"2731 Willie Inlet Suite 742, Hansenfort, AR 28891",2024-08-08,2024-08-08,2024-09-21,5,8,10,8,9,7,7.833333333333333,Passive,True,True,False,True,short
"Hicks, Medina and Manning",Online Division,Illinois,Branch Services,3749.9,Gina Harvey,(941)606-9806x721,"1080 Elaine Isle, Patrickborough, MN 55257",2024-08-23,2024-08-23,2024-10-19,8,6,8,6,6,8,7.0,Passive,False,True,True,True,short
Thompson Inc,Online Division,Ohio,Branch Services,3297.24,Eric Solomon,709.500.7448x258,"9272 Michael Ways, Arnoldmouth, CA 62605",2024-05-11,2024-05-11,2024-08-13,5,10,9,6,4,7,6.833333333333333,Detractor,False,False,False,True,long
"Young, Pope and Jackson",Regional Branch,Illinois,Investment Services,2554.06,Sandra Boone,(944)779-5286x5839,"21646 Francis Keys Suite 705, Lisafort, MT 80335",2024-11-21,2024-11-21,2024-11-30,8,7,3,7,7,9,6.833333333333333,Detractor,False,True,False,True,medium
Fitzpatrick-Baker,Headquarters,Pennsylvania,Investment Services,2301.8,Paul Nguyen,616-350-3002x57298,"4798 Shelby Groves Suite 583, Port Andreatown, TX 44353",2024-07-25,2024-07-25,2024-11-29,10,4,10,7,9,8,8.0,Passive,False,True,False,False,short
Miles and Sons,Headquarters,Ohio,Investment Services,4139.56,Elizabeth Thompson,(890)710-9891,"6942 Jennifer Parks Apt. 860, Andersenbury, NY 87341",2024-09-30,2024-09-30,2024-11-25,7,5,10,7,8,10,7.833333333333333,Passive,True,True,False,True,long
